customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,dob,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
1024,Rhodia,D'Onise,Female,17,1992-06-05,Social Worker,Health,High Net Worth,False,True,2.0,1128 Golden Leaf Center,3124,VIC,Australia,9,1665,0,2017-07-08,1.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,33888.0
1024,Rhodia,D'Onise,Female,17,1992-06-05,Social Worker,Health,High Net Worth,False,True,2.0,1128 Golden Leaf Center,3124,VIC,Australia,9,17968,19,2017-11-12,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40649.0
1024,Rhodia,D'Onise,Female,17,1992-06-05,Social Worker,Health,High Net Worth,False,True,2.0,1128 Golden Leaf Center,3124,VIC,Australia,9,19736,52,2017-11-20,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,36334.0
1024,Rhodia,D'Onise,Female,17,1992-06-05,Social Worker,Health,High Net Worth,False,True,2.0,1128 Golden Leaf Center,3124,VIC,Australia,9,15136,89,2017-11-26,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38991.0
1025,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,False,True,5.0,4885 Stone Corner Alley,3046,VIC,Australia,8,18603,4,2017-02-14,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0
1025,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,False,True,5.0,4885 Stone Corner Alley,3046,VIC,Australia,8,9685,91,2017-04-09,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,37874.0
1025,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,False,True,5.0,4885 Stone Corner Alley,3046,VIC,Australia,8,5751,84,2017-04-23,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,34079.0
1025,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,False,True,5.0,4885 Stone Corner Alley,3046,VIC,Australia,8,9274,33,2017-06-13,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,35560.0
1025,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,False,True,5.0,4885 Stone Corner Alley,3046,VIC,Australia,8,7747,33,2017-06-22,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,37698.0
1025,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,False,True,5.0,4885 Stone Corner Alley,3046,VIC,Australia,8,5786,76,2017-07-20,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,40553.0
1025,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,False,True,5.0,4885 Stone Corner Alley,3046,VIC,Australia,8,4393,94,2017-10-27,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,34556.0
1025,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,False,True,5.0,4885 Stone Corner Alley,3046,VIC,Australia,8,14908,47,2017-10-31,1.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41064.0
1026,Vernon,Hakking,Male,66,1994-07-29,Statistician I,Financial Services,Affluent Customer,False,False,4.0,66 Hudson Crossing,2153,NSW,Australia,10,11389,56,2017-02-06,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
1026,Vernon,Hakking,Male,66,1994-07-29,Statistician I,Financial Services,Affluent Customer,False,False,4.0,66 Hudson Crossing,2153,NSW,Australia,10,6993,9,2017-04-06,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0
1026,Vernon,Hakking,Male,66,1994-07-29,Statistician I,Financial Services,Affluent Customer,False,False,4.0,66 Hudson Crossing,2153,NSW,Australia,10,18708,24,2017-05-21,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0
1026,Vernon,Hakking,Male,66,1994-07-29,Statistician I,Financial Services,Affluent Customer,False,False,4.0,66 Hudson Crossing,2153,NSW,Australia,10,1579,92,2017-05-26,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0
1026,Vernon,Hakking,Male,66,1994-07-29,Statistician I,Financial Services,Affluent Customer,False,False,4.0,66 Hudson Crossing,2153,NSW,Australia,10,4774,22,2017-10-05,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
1026,Vernon,Hakking,Male,66,1994-07-29,Statistician I,Financial Services,Affluent Customer,False,False,4.0,66 Hudson Crossing,2153,NSW,Australia,10,17236,0,2017-11-16,1.0,Approved,WeareA2B,Road,low,medium,643.95,556.0469512209452,38199.77654900773
1026,Vernon,Hakking,Male,66,1994-07-29,Statistician I,Financial Services,Affluent Customer,False,False,4.0,66 Hudson Crossing,2153,NSW,Australia,10,14094,66,2017-12-01,1.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0
1027,Rolando,Sherewood,Male,33,1966-10-07,Statistician I,Financial Services,Affluent Customer,False,False,18.0,5287 Wayridge Alley,2069,NSW,Australia,12,16947,20,2017-01-18,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0
1027,Rolando,Sherewood,Male,33,1966-10-07,Statistician I,Financial Services,Affluent Customer,False,False,18.0,5287 Wayridge Alley,2069,NSW,Australia,12,10538,51,2017-03-23,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0
1027,Rolando,Sherewood,Male,33,1966-10-07,Statistician I,Financial Services,Affluent Customer,False,False,18.0,5287 Wayridge Alley,2069,NSW,Australia,12,17242,76,2017-05-03,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0
1027,Rolando,Sherewood,Male,33,1966-10-07,Statistician I,Financial Services,Affluent Customer,False,False,18.0,5287 Wayridge Alley,2069,NSW,Australia,12,17330,33,2017-08-12,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0
1027,Rolando,Sherewood,Male,33,1966-10-07,Statistician I,Financial Services,Affluent Customer,False,False,18.0,5287 Wayridge Alley,2069,NSW,Australia,12,11558,97,2017-11-13,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,42458.0
1027,Rolando,Sherewood,Male,33,1966-10-07,Statistician I,Financial Services,Affluent Customer,False,False,18.0,5287 Wayridge Alley,2069,NSW,Australia,12,7601,76,2017-12-06,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922.0
1028,Thorn,Torfin,Male,10,1999-08-11,Project Manager,Financial Services,High Net Worth,False,False,1.0,15393 Cody Lane,2046,NSW,Australia,9,5512,79,2017-02-16,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,40303.0
1028,Thorn,Torfin,Male,10,1999-08-11,Project Manager,Financial Services,High Net Worth,False,False,1.0,15393 Cody Lane,2046,NSW,Australia,9,18693,59,2017-06-06,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36145.0
1028,Thorn,Torfin,Male,10,1999-08-11,Project Manager,Financial Services,High Net Worth,False,False,1.0,15393 Cody Lane,2046,NSW,Australia,9,11860,38,2017-06-20,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,33259.0
1028,Thorn,Torfin,Male,10,1999-08-11,Project Manager,Financial Services,High Net Worth,False,False,1.0,15393 Cody Lane,2046,NSW,Australia,9,1519,89,2017-07-10,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40618.0
1028,Thorn,Torfin,Male,10,1999-08-11,Project Manager,Financial Services,High Net Worth,False,False,1.0,15393 Cody Lane,2046,NSW,Australia,9,19670,92,2017-09-21,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34586.0
1028,Thorn,Torfin,Male,10,1999-08-11,Project Manager,Financial Services,High Net Worth,False,False,1.0,15393 Cody Lane,2046,NSW,Australia,9,7009,15,2017-09-27,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42226.0
1028,Thorn,Torfin,Male,10,1999-08-11,Project Manager,Financial Services,High Net Worth,False,False,1.0,15393 Cody Lane,2046,NSW,Australia,9,15210,59,2017-12-22,1.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,36145.0
1029,Forbes,Londors,Male,71,1997-02-15,VP Sales,Financial Services,Mass Customer,False,False,4.0,1 Mcbride Center,2484,NSW,Australia,6,17056,62,2017-01-29,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
1029,Forbes,Londors,Male,71,1997-02-15,VP Sales,Financial Services,Mass Customer,False,False,4.0,1 Mcbride Center,2484,NSW,Australia,6,11063,56,2017-02-21,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0
1029,Forbes,Londors,Male,71,1997-02-15,VP Sales,Financial Services,Mass Customer,False,False,4.0,1 Mcbride Center,2484,NSW,Australia,6,1263,37,2017-03-08,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0
1029,Forbes,Londors,Male,71,1997-02-15,VP Sales,Financial Services,Mass Customer,False,False,4.0,1 Mcbride Center,2484,NSW,Australia,6,6672,94,2017-04-13,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434.0
1029,Forbes,Londors,Male,71,1997-02-15,VP Sales,Financial Services,Mass Customer,False,False,4.0,1 Mcbride Center,2484,NSW,Australia,6,15735,7,2017-08-09,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0
1029,Forbes,Londors,Male,71,1997-02-15,VP Sales,Financial Services,Mass Customer,False,False,4.0,1 Mcbride Center,2484,NSW,Australia,6,12048,43,2017-11-30,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0
1030,Nariko,Dummigan,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,False,False,5.0,4870 Shelley Alley,3225,VIC,Australia,7,16733,31,2017-01-15,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0
1030,Nariko,Dummigan,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,False,False,5.0,4870 Shelley Alley,3225,VIC,Australia,7,19947,67,2017-01-29,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0
1030,Nariko,Dummigan,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,False,False,5.0,4870 Shelley Alley,3225,VIC,Australia,7,14658,24,2017-03-09,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,40670.0
1030,Nariko,Dummigan,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,False,False,5.0,4870 Shelley Alley,3225,VIC,Australia,7,4824,71,2017-04-18,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
1030,Nariko,Dummigan,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,False,False,5.0,4870 Shelley Alley,3225,VIC,Australia,7,16437,79,2017-04-23,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0
1030,Nariko,Dummigan,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,False,False,5.0,4870 Shelley Alley,3225,VIC,Australia,7,12504,43,2017-05-30,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498.0
1030,Nariko,Dummigan,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,False,False,5.0,4870 Shelley Alley,3225,VIC,Australia,7,794,71,2017-11-20,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
1030,Nariko,Dummigan,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,False,False,5.0,4870 Shelley Alley,3225,VIC,Australia,7,19932,51,2017-11-21,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0
1031,Roi,Ogden,Male,75,1983-09-15,Junior Executive,Manufacturing,Mass Customer,False,False,6.0,65634 Del Mar Crossing,4053,QLD,Australia,7,16425,55,2017-02-19,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0
1031,Roi,Ogden,Male,75,1983-09-15,Junior Executive,Manufacturing,Mass Customer,False,False,6.0,65634 Del Mar Crossing,4053,QLD,Australia,7,11503,98,2017-06-08,1.0,Cancelled,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0
1031,Roi,Ogden,Male,75,1983-09-15,Junior Executive,Manufacturing,Mass Customer,False,False,6.0,65634 Del Mar Crossing,4053,QLD,Australia,7,58,91,2017-11-14,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,Manufacturing,Mass Customer,False,True,18.0,8572 Melvin Drive,3145,VIC,Australia,11,9543,27,2017-01-10,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,34527.0
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,Manufacturing,Mass Customer,False,True,18.0,8572 Melvin Drive,3145,VIC,Australia,11,5596,45,2017-06-03,0.0,Approved,Solex,Standard,medium,medium,441.49,84.99,39427.0
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,Manufacturing,Mass Customer,False,True,18.0,8572 Melvin Drive,3145,VIC,Australia,11,3302,94,2017-07-24,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,38002.0
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,Manufacturing,Mass Customer,False,True,18.0,8572 Melvin Drive,3145,VIC,Australia,11,4388,36,2017-07-27,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,38750.0
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,Manufacturing,Mass Customer,False,True,18.0,8572 Melvin Drive,3145,VIC,Australia,11,568,10,2017-08-04,1.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38693.0
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,Manufacturing,Mass Customer,False,True,18.0,8572 Melvin Drive,3145,VIC,Australia,11,17347,22,2017-08-27,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,40670.0
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,Manufacturing,Mass Customer,False,True,18.0,8572 Melvin Drive,3145,VIC,Australia,11,8303,69,2017-11-14,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,36668.0
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,Manufacturing,Mass Customer,False,True,18.0,8572 Melvin Drive,3145,VIC,Australia,11,8700,59,2017-11-30,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,34143.0
1033,Jacob,Claringbold,Male,70,1995-01-06,Operator,Manufacturing,Affluent Customer,False,True,3.0,5549 Bay Point,4068,QLD,Australia,9,8175,23,2017-01-07,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,33455.0
1033,Jacob,Claringbold,Male,70,1995-01-06,Operator,Manufacturing,Affluent Customer,False,True,3.0,5549 Bay Point,4068,QLD,Australia,9,1093,71,2017-01-28,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,37873.0
1033,Jacob,Claringbold,Male,70,1995-01-06,Operator,Manufacturing,Affluent Customer,False,True,3.0,5549 Bay Point,4068,QLD,Australia,9,12320,63,2017-04-07,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0
1033,Jacob,Claringbold,Male,70,1995-01-06,Operator,Manufacturing,Affluent Customer,False,True,3.0,5549 Bay Point,4068,QLD,Australia,9,388,35,2017-05-03,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40336.0
1033,Jacob,Claringbold,Male,70,1995-01-06,Operator,Manufacturing,Affluent Customer,False,True,3.0,5549 Bay Point,4068,QLD,Australia,9,7485,78,2017-05-15,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38339.0
1033,Jacob,Claringbold,Male,70,1995-01-06,Operator,Manufacturing,Affluent Customer,False,True,3.0,5549 Bay Point,4068,QLD,Australia,9,1900,43,2017-07-10,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064.0
1033,Jacob,Claringbold,Male,70,1995-01-06,Operator,Manufacturing,Affluent Customer,False,True,3.0,5549 Bay Point,4068,QLD,Australia,9,319,65,2017-10-09,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,37499.0
1033,Jacob,Claringbold,Male,70,1995-01-06,Operator,Manufacturing,Affluent Customer,False,True,3.0,5549 Bay Point,4068,QLD,Australia,9,15376,35,2017-11-13,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40336.0
1033,Jacob,Claringbold,Male,70,1995-01-06,Operator,Manufacturing,Affluent Customer,False,True,3.0,5549 Bay Point,4068,QLD,Australia,9,4901,57,2017-12-16,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0
1034,Denney,Cretney,Male,16,1976-05-12,Operator,Manufacturing,High Net Worth,False,True,3.0,9 Forest Circle,2324,NSW,Australia,3,13250,0,2017-01-07,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,34165.0
1034,Denney,Cretney,Male,16,1976-05-12,Operator,Manufacturing,High Net Worth,False,True,3.0,9 Forest Circle,2324,NSW,Australia,3,1823,54,2017-09-17,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42710.0
1035,Kara-lynn,Doddridge,Female,77,1976-11-02,Operator,Retail,Affluent Customer,False,True,5.0,6 Kedzie Hill,2214,NSW,Australia,9,416,17,2017-11-03,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,42404.0
1035,Kara-lynn,Doddridge,Female,77,1976-11-02,Operator,Retail,Affluent Customer,False,True,5.0,6 Kedzie Hill,2214,NSW,Australia,9,15360,2,2017-11-21,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,40649.0
1035,Kara-lynn,Doddridge,Female,77,1976-11-02,Operator,Retail,Affluent Customer,False,True,5.0,6 Kedzie Hill,2214,NSW,Australia,9,12488,31,2017-12-17,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,37337.0
1036,Randene,Ingle,Female,6,1969-11-28,Paralegal,Financial Services,Mass Customer,False,True,12.0,60601 Hoffman Court,2041,NSW,Australia,12,18581,85,2017-01-21,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0
1036,Randene,Ingle,Female,6,1969-11-28,Paralegal,Financial Services,Mass Customer,False,True,12.0,60601 Hoffman Court,2041,NSW,Australia,12,1761,40,2017-01-29,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,40672.0
1036,Randene,Ingle,Female,6,1969-11-28,Paralegal,Financial Services,Mass Customer,False,True,12.0,60601 Hoffman Court,2041,NSW,Australia,12,2849,83,2017-02-10,0.0,Approved,Solex,Touring,medium,large,2083.94,675.03,38206.0
1036,Randene,Ingle,Female,6,1969-11-28,Paralegal,Financial Services,Mass Customer,False,True,12.0,60601 Hoffman Court,2041,NSW,Australia,12,12854,11,2017-02-12,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
1036,Randene,Ingle,Female,6,1969-11-28,Paralegal,Financial Services,Mass Customer,False,True,12.0,60601 Hoffman Court,2041,NSW,Australia,12,11976,79,2017-07-21,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41533.0
1037,Sissie,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,False,False,10.0,1715 Scoville Drive,2031,NSW,Australia,11,9901,21,2017-02-21,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0
1037,Sissie,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,False,False,10.0,1715 Scoville Drive,2031,NSW,Australia,11,8101,90,2017-03-01,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0
1037,Sissie,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,False,False,10.0,1715 Scoville Drive,2031,NSW,Australia,11,15248,75,2017-03-18,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0
1037,Sissie,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,False,False,10.0,1715 Scoville Drive,2031,NSW,Australia,11,14062,20,2017-07-06,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0
1037,Sissie,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,False,False,10.0,1715 Scoville Drive,2031,NSW,Australia,11,499,22,2017-07-19,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0
1037,Sissie,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,False,False,10.0,1715 Scoville Drive,2031,NSW,Australia,11,3639,81,2017-07-25,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0
1037,Sissie,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,False,False,10.0,1715 Scoville Drive,2031,NSW,Australia,11,18337,86,2017-10-04,1.0,Cancelled,OHM Cycles,Standard,medium,medium,235.63,125.07,38206.0
1037,Sissie,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,False,False,10.0,1715 Scoville Drive,2031,NSW,Australia,11,19590,15,2017-10-18,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0
1038,Fraser,Acome,U,57,,Engineer I,Manufacturing,Mass Customer,False,True,11.0,85 Laurel Trail,3809,VIC,Australia,6,18262,77,2017-07-15,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,37873.0
1038,Fraser,Acome,U,57,,Engineer I,Manufacturing,Mass Customer,False,True,11.0,85 Laurel Trail,3809,VIC,Australia,6,5865,60,2017-11-28,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,34143.0
1038,Fraser,Acome,U,57,,Engineer I,Manufacturing,Mass Customer,False,True,11.0,85 Laurel Trail,3809,VIC,Australia,6,122,24,2017-12-01,1.0,Approved,Solex,Road,medium,large,1777.8,820.78,34115.0
1038,Fraser,Acome,U,57,,Engineer I,Manufacturing,Mass Customer,False,True,11.0,85 Laurel Trail,3809,VIC,Australia,6,12141,82,2017-12-18,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,34079.0
1039,Nona,Diamant,Female,24,1975-03-14,Food Chemist,Manufacturing,High Net Worth,False,True,15.0,3082 Almo Center,2454,NSW,Australia,4,9234,38,2017-01-20,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258.0
1039,Nona,Diamant,Female,24,1975-03-14,Food Chemist,Manufacturing,High Net Worth,False,True,15.0,3082 Almo Center,2454,NSW,Australia,4,4671,0,2017-05-30,1.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,36668.0
1039,Nona,Diamant,Female,24,1975-03-14,Food Chemist,Manufacturing,High Net Worth,False,True,15.0,3082 Almo Center,2454,NSW,Australia,4,6697,11,2017-06-02,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303.0
1039,Nona,Diamant,Female,24,1975-03-14,Food Chemist,Manufacturing,High Net Worth,False,True,15.0,3082 Almo Center,2454,NSW,Australia,4,11577,54,2017-06-21,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105.0
1039,Nona,Diamant,Female,24,1975-03-14,Food Chemist,Manufacturing,High Net Worth,False,True,15.0,3082 Almo Center,2454,NSW,Australia,4,7790,46,2017-07-17,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36498.0
1039,Nona,Diamant,Female,24,1975-03-14,Food Chemist,Manufacturing,High Net Worth,False,True,15.0,3082 Almo Center,2454,NSW,Australia,4,8365,53,2017-10-30,1.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,34586.0
1039,Nona,Diamant,Female,24,1975-03-14,Food Chemist,Manufacturing,High Net Worth,False,True,15.0,3082 Almo Center,2454,NSW,Australia,4,6146,0,2017-11-08,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,41434.0
1040,Jacenta,Wedlock,Female,78,1975-03-04,Food Chemist,Health,High Net Worth,False,False,9.0,27135 Melvin Plaza,4556,QLD,Australia,8,37,14,2017-01-09,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0
1040,Jacenta,Wedlock,Female,78,1975-03-04,Food Chemist,Health,High Net Worth,False,False,9.0,27135 Melvin Plaza,4556,QLD,Australia,8,9429,41,2017-03-15,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0
1040,Jacenta,Wedlock,Female,78,1975-03-04,Food Chemist,Health,High Net Worth,False,False,9.0,27135 Melvin Plaza,4556,QLD,Australia,8,14568,45,2017-05-24,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0
1040,Jacenta,Wedlock,Female,78,1975-03-04,Food Chemist,Health,High Net Worth,False,False,9.0,27135 Melvin Plaza,4556,QLD,Australia,8,11028,0,2017-07-22,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0
1041,Free,Bonniface,Male,95,1959-05-25,Nuclear Power Engineer,Property,Affluent Customer,False,False,15.0,40 Kinsman Pass,2065,NSW,Australia,10,998,11,2017-01-03,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0
1041,Free,Bonniface,Male,95,1959-05-25,Nuclear Power Engineer,Property,Affluent Customer,False,False,15.0,40 Kinsman Pass,2065,NSW,Australia,10,18997,62,2017-05-31,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143.0
1041,Free,Bonniface,Male,95,1959-05-25,Nuclear Power Engineer,Property,Affluent Customer,False,False,15.0,40 Kinsman Pass,2065,NSW,Australia,10,5674,85,2017-10-28,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0
1041,Free,Bonniface,Male,95,1959-05-25,Nuclear Power Engineer,Property,Affluent Customer,False,False,15.0,40 Kinsman Pass,2065,NSW,Australia,10,18064,78,2017-12-10,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0
1042,Isacco,Woodwind,Male,0,1976-01-14,Nuclear Power Engineer,Manufacturing,High Net Worth,False,True,11.0,094 Green Road,2216,NSW,Australia,11,6155,27,2017-02-20,1.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,39526.0
1042,Isacco,Woodwind,Male,0,1976-01-14,Nuclear Power Engineer,Manufacturing,High Net Worth,False,True,11.0,094 Green Road,2216,NSW,Australia,11,538,74,2017-03-23,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,35470.0
1042,Isacco,Woodwind,Male,0,1976-01-14,Nuclear Power Engineer,Manufacturing,High Net Worth,False,True,11.0,094 Green Road,2216,NSW,Australia,11,17667,12,2017-11-25,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38339.0
1043,Giorgi,Hurford,Male,34,1986-10-20,Sales Associate,Financial Services,Mass Customer,False,True,16.0,91 Spohn Plaza,4573,QLD,Australia,7,13078,68,2017-03-01,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,34996.0
1043,Giorgi,Hurford,Male,34,1986-10-20,Sales Associate,Financial Services,Mass Customer,False,True,16.0,91 Spohn Plaza,4573,QLD,Australia,7,3804,79,2017-03-20,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,33429.0
1043,Giorgi,Hurford,Male,34,1986-10-20,Sales Associate,Financial Services,Mass Customer,False,True,16.0,91 Spohn Plaza,4573,QLD,Australia,7,10137,65,2017-04-27,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42105.0
